                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    791,                 1.8991,                 2.5123,                  2.601,                0.45635,                0.46753,                0.50485,                0.29669,                 1.6549,                 2.1422,                 2.3788,              0.0066607,              0.0066607,              0.0066607
                    792,                 1.4865,                 1.9259,                  2.162,                0.43723,                 0.7013,                0.56608,                0.32011,                 1.6148,                 2.0856,                 2.3372,              0.0066534,              0.0066534,              0.0066534
                    793,                 1.7141,                 1.8354,                 2.2755,                0.43723,                 0.7013,                0.56608,                0.32011,                 1.6148,                 2.0856,                 2.3372,               0.006646,               0.006646,               0.006646
                    794,                 1.6949,                 2.0776,                 2.3444,                0.43723,                 0.7013,                0.56608,                0.32011,                 1.6148,                 2.0856,                 2.3372,              0.0066387,              0.0066387,              0.0066387
                    795,                 1.8479,                 2.2017,                 2.4214,                0.43723,                 0.7013,                0.56608,                0.32011,                 1.6148,                 2.0856,                 2.3372,              0.0066313,              0.0066313,              0.0066313
                    796,                  1.765,                 2.0348,                 2.3539,                0.64914,                0.37638,                0.46059,                0.23455,                 1.6949,                 2.5756,                 2.4321,              0.0066239,              0.0066239,              0.0066239
                    797,                 1.6843,                 1.8532,                 2.2677,                0.64914,                0.37638,                0.46059,                0.23455,                 1.6949,                 2.5756,                 2.4321,              0.0066166,              0.0066166,              0.0066166
                    798,                  1.888,                 1.9789,                 2.2318,                0.64914,                0.37638,                0.46059,                0.23455,                 1.6949,                 2.5756,                 2.4321,              0.0066092,              0.0066092,              0.0066092
                    799,                 1.7281,                 1.7332,                 2.2034,                0.64914,                0.37638,                0.46059,                0.23455,                 1.6949,                 2.5756,                 2.4321,              0.0066018,              0.0066018,              0.0066018
                    800,                 1.8053,                 2.0814,                 2.2988,                0.76881,                0.34119,                0.57809,                0.35438,                 1.6191,                 2.2652,                 2.3349,              0.0065944,              0.0065944,              0.0065944
                    801,                 1.5793,                 1.7809,                 2.1698,                0.76881,                0.34119,                0.57809,                0.35438,                 1.6191,                 2.2652,                 2.3349,               0.006587,               0.006587,               0.006587
                    802,                 1.8174,                 2.0224,                 2.3306,                0.76881,                0.34119,                0.57809,                0.35438,                 1.6191,                 2.2652,                 2.3349,              0.0065796,              0.0065796,              0.0065796
                    803,                 1.8232,                 1.8213,                 2.3942,                0.76881,                0.34119,                0.57809,                0.35438,                 1.6191,                 2.2652,                 2.3349,              0.0065722,              0.0065722,              0.0065722
                    804,                 1.7279,                 1.8936,                 2.2626,                0.79351,                 0.4026,                0.57059,                0.34488,                 1.6313,                 2.4016,                 2.3756,              0.0065648,              0.0065648,              0.0065648
                    805,                 1.8731,                 1.9159,                 2.3587,                0.79351,                 0.4026,                0.57059,                0.34488,                 1.6313,                 2.4016,                 2.3756,              0.0065574,              0.0065574,              0.0065574
                    806,                 1.8274,                 1.9944,                 2.3708,                0.79351,                 0.4026,                0.57059,                0.34488,                 1.6313,                 2.4016,                 2.3756,                0.00655,                0.00655,                0.00655
                    807,                 1.6681,                 1.8241,                 2.2271,                0.79351,                 0.4026,                0.57059,                0.34488,                 1.6313,                 2.4016,                 2.3756,              0.0065426,              0.0065426,              0.0065426
                    808,                 1.7625,                 1.6655,                 2.2348,                0.72768,                0.47403,                0.50103,                0.28872,                 1.6194,                 2.4666,                 2.3468,              0.0065352,              0.0065352,              0.0065352
                    809,                 1.6907,                 1.8624,                 2.2133,                0.72768,                0.47403,                0.50103,                0.28872,                 1.6194,                 2.4666,                 2.3468,              0.0065278,              0.0065278,              0.0065278
                    810,                  1.682,                 2.1194,                 2.3309,                0.72768,                0.47403,                0.50103,                0.28872,                 1.6194,                 2.4666,                 2.3468,              0.0065204,              0.0065204,              0.0065204
                    811,                 1.7322,                 1.9949,                 2.2115,                0.72768,                0.47403,                0.50103,                0.28872,                 1.6194,                 2.4666,                 2.3468,              0.0065129,              0.0065129,              0.0065129
                    812,                 1.7496,                 2.0268,                 2.3269,                0.77602,                0.47403,                0.51597,                 0.3075,                 1.5818,                 2.3807,                 2.3001,              0.0065055,              0.0065055,              0.0065055
                    813,                 1.9345,                 1.9644,                 2.5567,                0.77602,                0.47403,                0.51597,                 0.3075,                 1.5818,                 2.3807,                 2.3001,              0.0064981,              0.0064981,              0.0064981
                    814,                 1.7263,                 1.9486,                 2.2226,                0.77602,                0.47403,                0.51597,                 0.3075,                 1.5818,                 2.3807,                 2.3001,              0.0064906,              0.0064906,              0.0064906
                    815,                 1.6449,                 1.8213,                 2.1981,                0.77602,                0.47403,                0.51597,                 0.3075,                 1.5818,                 2.3807,                 2.3001,              0.0064832,              0.0064832,              0.0064832
                    816,                 1.6595,                 1.8935,                 2.2697,                0.65508,                0.47403,                 0.4859,                0.26995,                 1.4777,                 2.2501,                 2.1759,              0.0064757,              0.0064757,              0.0064757
                    817,                 1.7975,                 1.7238,                 2.2859,                0.65508,                0.47403,                 0.4859,                0.26995,                 1.4777,                 2.2501,                 2.1759,              0.0064683,              0.0064683,              0.0064683
                    818,                 1.7581,                 1.8139,                 2.3689,                0.65508,                0.47403,                 0.4859,                0.26995,                 1.4777,                 2.2501,                 2.1759,              0.0064608,              0.0064608,              0.0064608
                    819,                 1.7385,                 1.9871,                 2.2406,                0.65508,                0.47403,                 0.4859,                0.26995,                 1.4777,                 2.2501,                 2.1759,              0.0064534,              0.0064534,              0.0064534
                    820,                 1.3486,                 1.5687,                 1.9997,                0.43165,                0.56723,                 0.4603,                0.24729,                 1.5047,                 2.0149,                 2.1625,              0.0064459,              0.0064459,              0.0064459
                    821,                 1.8593,                 1.7548,                 2.1656,                0.43165,                0.56723,                 0.4603,                0.24729,                 1.5047,                 2.0149,                 2.1625,              0.0064385,              0.0064385,              0.0064385
                    822,                 1.9846,                 2.0958,                 2.5004,                0.43165,                0.56723,                 0.4603,                0.24729,                 1.5047,                 2.0149,                 2.1625,               0.006431,               0.006431,               0.006431
                    823,                 1.7607,                 2.0228,                 2.2665,                0.43165,                0.56723,                 0.4603,                0.24729,                 1.5047,                 2.0149,                 2.1625,              0.0064235,              0.0064235,              0.0064235
                    824,                 1.7373,                 1.8527,                 2.2017,                0.38926,                0.70824,                0.50711,                0.28499,                 1.4654,                 1.9778,                 2.1446,              0.0064161,              0.0064161,              0.0064161
                    825,                 1.9479,                 1.9676,                 2.4198,                0.38926,                0.70824,                0.50711,                0.28499,                 1.4654,                 1.9778,                 2.1446,              0.0064086,              0.0064086,              0.0064086
                    826,                 1.7975,                 1.8562,                 2.2228,                0.38926,                0.70824,                0.50711,                0.28499,                 1.4654,                 1.9778,                 2.1446,              0.0064011,              0.0064011,              0.0064011
                    827,                 1.7944,                 1.8619,                 2.2618,                0.38926,                0.70824,                0.50711,                0.28499,                 1.4654,                 1.9778,                 2.1446,              0.0063936,              0.0063936,              0.0063936
                    828,                 1.7771,                 1.9069,                 2.4098,                 0.3629,                0.68182,                0.50059,                0.28956,                 1.4593,                 1.9271,                 2.1431,              0.0063861,              0.0063861,              0.0063861
                    829,                 1.8527,                 1.9336,                 2.2179,                 0.3629,                0.68182,                0.50059,                0.28956,                 1.4593,                 1.9271,                 2.1431,              0.0063787,              0.0063787,              0.0063787
                    830,                 1.4277,                 1.7375,                 2.0904,                 0.3629,                0.68182,                0.50059,                0.28956,                 1.4593,                 1.9271,                 2.1431,              0.0063712,              0.0063712,              0.0063712
                    831,                 1.6832,                 1.8202,                 2.1845,                 0.3629,                0.68182,                0.50059,                0.28956,                 1.4593,                 1.9271,                 2.1431,              0.0063637,              0.0063637,              0.0063637
                    832,                 1.7811,                 2.0591,                 2.3834,                0.50641,                0.63636,                0.51406,                0.34801,                 1.5423,                 2.2098,                 2.2045,              0.0063562,              0.0063562,              0.0063562
                    833,                 1.5915,                 1.7012,                 2.2489,                0.50641,                0.63636,                0.51406,                0.34801,                 1.5423,                 2.2098,                 2.2045,              0.0063487,              0.0063487,              0.0063487
                    834,                 1.7875,                 1.9576,                 2.3313,                0.50641,                0.63636,                0.51406,                0.34801,                 1.5423,                 2.2098,                 2.2045,              0.0063412,              0.0063412,              0.0063412
                    835,                 1.6195,                 1.6844,                 2.1209,                0.50641,                0.63636,                0.51406,                0.34801,                 1.5423,                 2.2098,                 2.2045,              0.0063337,              0.0063337,              0.0063337
                    836,                 1.6648,                  2.019,                 2.2361,                0.47096,                0.61474,                0.53674,                0.34077,                  1.516,                 2.1902,                 2.1803,              0.0063261,              0.0063261,              0.0063261
                    837,                 1.6433,                 1.8053,                 2.2802,                0.47096,                0.61474,                0.53674,                0.34077,                  1.516,                 2.1902,                 2.1803,              0.0063186,              0.0063186,              0.0063186
                    838,                  1.888,                  1.958,                 2.3766,                0.47096,                0.61474,                0.53674,                0.34077,                  1.516,                 2.1902,                 2.1803,              0.0063111,              0.0063111,              0.0063111
                    839,                 1.7159,                 2.0359,                 2.4044,                0.47096,                0.61474,                0.53674,                0.34077,                  1.516,                 2.1902,                 2.1803,              0.0063036,              0.0063036,              0.0063036
                    840,                 1.9573,                 2.1662,                 2.5582,                0.52064,                0.68182,                0.61598,                0.41603,                 1.4991,                 2.1387,                 2.1486,              0.0062961,              0.0062961,              0.0062961
                    841,                 1.5252,                 1.6979,                 2.1546,                0.52064,                0.68182,                0.61598,                0.41603,                 1.4991,                 2.1387,                 2.1486,              0.0062885,              0.0062885,              0.0062885
                    842,                 1.6628,                 1.9639,                 2.1735,                0.52064,                0.68182,                0.61598,                0.41603,                 1.4991,                 2.1387,                 2.1486,               0.006281,               0.006281,               0.006281
                    843,                 1.6345,                 1.8508,                 2.2542,                0.52064,                0.68182,                0.61598,                0.41603,                 1.4991,                 2.1387,                 2.1486,              0.0062735,              0.0062735,              0.0062735
                    844,                 1.4327,                 1.7494,                  2.072,                0.54363,                0.54503,                0.62425,                0.39634,                 1.5568,                 1.9863,                 2.1657,              0.0062659,              0.0062659,              0.0062659
                    845,                 1.5907,                 1.7219,                 2.2074,                0.54363,                0.54503,                0.62425,                0.39634,                 1.5568,                 1.9863,                 2.1657,              0.0062584,              0.0062584,              0.0062584
                    846,                 1.7334,                 1.9218,                 2.2534,                0.54363,                0.54503,                0.62425,                0.39634,                 1.5568,                 1.9863,                 2.1657,              0.0062509,              0.0062509,              0.0062509
                    847,                 1.6885,                 1.9056,                 2.2961,                0.54363,                0.54503,                0.62425,                0.39634,                 1.5568,                 1.9863,                 2.1657,              0.0062433,              0.0062433,              0.0062433
                    848,                 1.7673,                 1.8518,                 2.1965,                0.72583,                0.51625,                0.62246,                 0.3847,                 1.5762,                 1.9877,                 2.1959,              0.0062358,              0.0062358,              0.0062358
                    849,                 1.7138,                 1.8491,                 2.2717,                0.72583,                0.51625,                0.62246,                 0.3847,                 1.5762,                 1.9877,                 2.1959,              0.0062282,              0.0062282,              0.0062282
                    850,                 1.8807,                 2.0632,                 2.3445,                0.72583,                0.51625,                0.62246,                 0.3847,                 1.5762,                 1.9877,                 2.1959,              0.0062207,              0.0062207,              0.0062207
                    851,                 1.4313,                 1.5258,                  2.094,                0.72583,                0.51625,                0.62246,                 0.3847,                 1.5762,                 1.9877,                 2.1959,              0.0062131,              0.0062131,              0.0062131
                    852,                 1.9589,                 2.0563,                 2.4467,                0.70551,                0.45534,                0.55329,                 0.3262,                 1.6007,                 2.0999,                 2.2394,              0.0062056,              0.0062056,              0.0062056
                    853,                 1.5356,                 1.7316,                 2.1646,                0.70551,                0.45534,                0.55329,                 0.3262,                 1.6007,                 2.0999,                 2.2394,               0.006198,               0.006198,               0.006198
                    854,                 1.7845,                 1.9795,                 2.3686,                0.70551,                0.45534,                0.55329,                 0.3262,                 1.6007,                 2.0999,                 2.2394,              0.0061904,              0.0061904,              0.0061904
                    855,                  1.905,                 2.0452,                 2.5246,                0.70551,                0.45534,                0.55329,                 0.3262,                 1.6007,                 2.0999,                 2.2394,              0.0061829,              0.0061829,              0.0061829
                    856,                 1.5519,                 1.5797,                 2.1679,                0.34174,                0.53606,                 0.4873,                0.30576,                 1.6145,                 2.1306,                 2.2268,              0.0061753,              0.0061753,              0.0061753
                    857,                 1.8829,                  2.089,                 2.3992,                0.34174,                0.53606,                 0.4873,                0.30576,                 1.6145,                 2.1306,                 2.2268,              0.0061677,              0.0061677,              0.0061677
                    858,                 1.5272,                  1.603,                 2.0979,                0.34174,                0.53606,                 0.4873,                0.30576,                 1.6145,                 2.1306,                 2.2268,              0.0061601,              0.0061601,              0.0061601
                    859,                 1.8082,                 1.9056,                 2.3064,                0.34174,                0.53606,                 0.4873,                0.30576,                 1.6145,                 2.1306,                 2.2268,              0.0061526,              0.0061526,              0.0061526
                    860,                 1.7166,                 2.0004,                 2.3137,                0.31193,                0.62987,                0.43667,                0.26612,                 1.6179,                 2.0751,                  2.195,               0.006145,               0.006145,               0.006145
                    861,                 1.9025,                 2.0057,                 2.4534,                0.31193,                0.62987,                0.43667,                0.26612,                 1.6179,                 2.0751,                  2.195,              0.0061374,              0.0061374,              0.0061374
                    862,                 1.7346,                 1.9999,                 2.2296,                0.31193,                0.62987,                0.43667,                0.26612,                 1.6179,                 2.0751,                  2.195,              0.0061298,              0.0061298,              0.0061298
                    863,                 1.7212,                 1.7459,                 2.2079,                0.31193,                0.62987,                0.43667,                0.26612,                 1.6179,                 2.0751,                  2.195,              0.0061222,              0.0061222,              0.0061222
                    864,                 1.7383,                 1.9225,                 2.2362,                0.55385,                0.37013,                0.45081,                0.25311,                 1.6075,                 1.9489,                 2.1675,              0.0061146,              0.0061146,              0.0061146
                    865,                 1.7812,                 1.9058,                 2.3127,                0.55385,                0.37013,                0.45081,                0.25311,                 1.6075,                 1.9489,                 2.1675,               0.006107,               0.006107,               0.006107
                    866,                 1.4733,                 1.6368,                 2.0621,                0.55385,                0.37013,                0.45081,                0.25311,                 1.6075,                 1.9489,                 2.1675,              0.0060994,              0.0060994,              0.0060994
                    867,                 1.5476,                  1.623,                 2.0608,                0.55385,                0.37013,                0.45081,                0.25311,                 1.6075,                 1.9489,                 2.1675,              0.0060918,              0.0060918,              0.0060918
                    868,                 1.7345,                 1.9655,                 2.3267,                 0.5525,                0.62987,                0.51576,                0.28268,                 1.6888,                 1.9612,                 2.2351,              0.0060842,              0.0060842,              0.0060842
                    869,                 1.8553,                 1.9888,                 2.3891,                 0.5525,                0.62987,                0.51576,                0.28268,                 1.6888,                 1.9612,                 2.2351,              0.0060766,              0.0060766,              0.0060766
                    870,                 1.5936,                 1.5903,                 2.0598,                 0.5525,                0.62987,                0.51576,                0.28268,                 1.6888,                 1.9612,                 2.2351,               0.006069,               0.006069,               0.006069
                    871,                 1.6147,                 2.0386,                 2.1742,                 0.5525,                0.62987,                0.51576,                0.28268,                 1.6888,                 1.9612,                 2.2351,              0.0060614,              0.0060614,              0.0060614
                    872,                 1.3326,                  1.448,                 1.9219,                0.37017,                0.67532,                0.52164,                0.29031,                 1.6864,                 2.0568,                 2.2498,              0.0060538,              0.0060538,              0.0060538
                    873,                 1.7675,                  1.855,                 2.3639,                0.37017,                0.67532,                0.52164,                0.29031,                 1.6864,                 2.0568,                 2.2498,              0.0060462,              0.0060462,              0.0060462
                    874,                 1.8196,                 2.0093,                 2.3992,                0.37017,                0.67532,                0.52164,                0.29031,                 1.6864,                 2.0568,                 2.2498,              0.0060386,              0.0060386,              0.0060386
                    875,                 1.5536,                 1.7605,                 2.0931,                0.37017,                0.67532,                0.52164,                0.29031,                 1.6864,                 2.0568,                 2.2498,              0.0060309,              0.0060309,              0.0060309
                    876,                  1.573,                 1.6659,                 2.1891,                0.39703,                0.70992,                0.51171,                0.28001,                 1.6717,                 2.1216,                 2.2555,              0.0060233,              0.0060233,              0.0060233
                    877,                 1.7922,                 1.8827,                 2.4096,                0.39703,                0.70992,                0.51171,                0.28001,                 1.6717,                 2.1216,                 2.2555,              0.0060157,              0.0060157,              0.0060157
                    878,                 1.8255,                  2.143,                 2.3025,                0.39703,                0.70992,                0.51171,                0.28001,                 1.6717,                 2.1216,                 2.2555,              0.0060081,              0.0060081,              0.0060081
                    879,                 1.5225,                 1.8993,                 2.1234,                0.39703,                0.70992,                0.51171,                0.28001,                 1.6717,                 2.1216,                 2.2555,              0.0060004,              0.0060004,              0.0060004
                    880,                 1.3453,                 1.6225,                 1.9574,                0.45586,                0.67532,                0.54917,                0.29093,                 1.6855,                 2.0268,                 2.2714,              0.0059928,              0.0059928,              0.0059928
                    881,                 1.4151,                 1.5705,                 2.0448,                0.45586,                0.67532,                0.54917,                0.29093,                 1.6855,                 2.0268,                 2.2714,              0.0059852,              0.0059852,              0.0059852
                    882,                 1.5579,                 1.6606,                 2.1319,                0.45586,                0.67532,                0.54917,                0.29093,                 1.6855,                 2.0268,                 2.2714,              0.0059775,              0.0059775,              0.0059775
                    883,                 1.5549,                 1.7683,                 2.1707,                0.45586,                0.67532,                0.54917,                0.29093,                 1.6855,                 2.0268,                 2.2714,              0.0059699,              0.0059699,              0.0059699
                    884,                  1.495,                 1.4381,                 2.0251,                0.47976,                0.59523,                0.53366,                0.30227,                 1.6371,                 1.9975,                 2.2097,              0.0059623,              0.0059623,              0.0059623
                    885,                 1.6807,                 1.9417,                  2.258,                0.47976,                0.59523,                0.53366,                0.30227,                 1.6371,                 1.9975,                 2.2097,              0.0059546,              0.0059546,              0.0059546
                    886,                 1.5436,                 1.6511,                 2.1401,                0.47976,                0.59523,                0.53366,                0.30227,                 1.6371,                 1.9975,                 2.2097,               0.005947,               0.005947,               0.005947
                    887,                 1.6213,                 1.9251,                 2.2235,                0.47976,                0.59523,                0.53366,                0.30227,                 1.6371,                 1.9975,                 2.2097,              0.0059393,              0.0059393,              0.0059393
                    888,                 1.6428,                 1.7024,                 2.1608,                0.48778,                0.46753,                0.51726,                0.29831,                 1.6272,                 1.9955,                  2.207,              0.0059317,              0.0059317,              0.0059317
                    889,                 1.7004,                 1.5818,                 2.1433,                0.48778,                0.46753,                0.51726,                0.29831,                 1.6272,                 1.9955,                  2.207,               0.005924,               0.005924,               0.005924
                    890,                 1.6585,                 1.5664,                 2.1489,                0.48778,                0.46753,                0.51726,                0.29831,                 1.6272,                 1.9955,                  2.207,              0.0059164,              0.0059164,              0.0059164
                    891,                 1.5178,                 1.6553,                 2.1507,                0.48778,                0.46753,                0.51726,                0.29831,                 1.6272,                 1.9955,                  2.207,              0.0059087,              0.0059087,              0.0059087
                    892,                 1.7755,                 1.7543,                 2.3541,                0.56414,                0.61039,                0.59352,                0.36263,                  1.559,                 1.9071,                 2.1437,               0.005901,               0.005901,               0.005901
                    893,                  1.492,                 1.5486,                 2.0734,                0.56414,                0.61039,                0.59352,                0.36263,                  1.559,                 1.9071,                 2.1437,              0.0058934,              0.0058934,              0.0058934
                    894,                 1.4819,                 1.6896,                 2.0334,                0.56414,                0.61039,                0.59352,                0.36263,                  1.559,                 1.9071,                 2.1437,              0.0058857,              0.0058857,              0.0058857
                    895,                 1.6375,                 1.6828,                 2.1842,                0.56414,                0.61039,                0.59352,                0.36263,                  1.559,                 1.9071,                 2.1437,              0.0058781,              0.0058781,              0.0058781
                    896,                 1.6829,                  1.842,                 2.2241,                0.57716,                0.68524,                0.65233,                0.36979,                 1.5886,                 1.8623,                 2.1521,              0.0058704,              0.0058704,              0.0058704
                    897,                 1.5181,                 1.7146,                  2.125,                0.57716,                0.68524,                0.65233,                0.36979,                 1.5886,                 1.8623,                 2.1521,              0.0058627,              0.0058627,              0.0058627
                    898,                  1.549,                 1.6042,                 2.1429,                0.57716,                0.68524,                0.65233,                0.36979,                 1.5886,                 1.8623,                 2.1521,              0.0058551,              0.0058551,              0.0058551
                    899,                 1.5356,                 1.5841,                  2.145,                0.57716,                0.68524,                0.65233,                0.36979,                 1.5886,                 1.8623,                 2.1521,              0.0058474,              0.0058474,              0.0058474
                    900,                 1.6352,                 1.7947,                 2.0823,                0.60064,                 0.6721,                0.68419,                0.38394,                 1.5708,                 1.8688,                  2.154,              0.0058397,              0.0058397,              0.0058397
                    901,                 1.6736,                  1.643,                  2.189,                0.60064,                 0.6721,                0.68419,                0.38394,                 1.5708,                 1.8688,                  2.154,               0.005832,               0.005832,               0.005832
                    902,                 1.7321,                 1.9329,                 2.4421,                0.60064,                 0.6721,                0.68419,                0.38394,                 1.5708,                 1.8688,                  2.154,              0.0058244,              0.0058244,              0.0058244
                    903,                 1.4944,                 1.4925,                 2.1006,                0.60064,                 0.6721,                0.68419,                0.38394,                 1.5708,                 1.8688,                  2.154,              0.0058167,              0.0058167,              0.0058167
                    904,                 1.5543,                 1.5962,                 2.1405,                0.48908,                 0.6039,                0.52914,                0.30392,                  1.567,                 2.0305,                 2.1728,               0.005809,               0.005809,               0.005809
                    905,                 1.5165,                 1.5692,                 2.0715,                0.48908,                 0.6039,                0.52914,                0.30392,                  1.567,                 2.0305,                 2.1728,              0.0058013,              0.0058013,              0.0058013
                    906,                 1.7688,                 1.8952,                 2.3054,                0.48908,                 0.6039,                0.52914,                0.30392,                  1.567,                 2.0305,                 2.1728,              0.0057936,              0.0057936,              0.0057936
                    907,                 1.5573,                 1.6584,                  2.071,                0.48908,                 0.6039,                0.52914,                0.30392,                  1.567,                 2.0305,                 2.1728,              0.0057859,              0.0057859,              0.0057859
                    908,                 1.5075,                 1.6327,                 2.0782,                0.47701,                 0.5332,                 0.5096,                0.32785,                 1.4824,                 1.9915,                  2.138,              0.0057782,              0.0057782,              0.0057782
                    909,                 1.4533,                 1.6968,                 2.1179,                0.47701,                 0.5332,                 0.5096,                0.32785,                 1.4824,                 1.9915,                  2.138,              0.0057705,              0.0057705,              0.0057705
                    910,                 1.5086,                 1.5254,                 2.0857,                0.47701,                 0.5332,                 0.5096,                0.32785,                 1.4824,                 1.9915,                  2.138,              0.0057629,              0.0057629,              0.0057629
                    911,                 1.5137,                 1.6138,                  2.059,                0.47701,                 0.5332,                 0.5096,                0.32785,                 1.4824,                 1.9915,                  2.138,              0.0057552,              0.0057552,              0.0057552
                    912,                 1.5422,                 1.7186,                 2.2085,                0.45382,                 0.6549,                0.54837,                0.34125,                 1.5418,                 2.1273,                 2.2016,              0.0057475,              0.0057475,              0.0057475
                    913,                 1.6111,                  1.649,                 2.2949,                0.45382,                 0.6549,                0.54837,                0.34125,                 1.5418,                 2.1273,                 2.2016,              0.0057398,              0.0057398,              0.0057398
                    914,                 1.6542,                 2.0384,                 2.2832,                0.45382,                 0.6549,                0.54837,                0.34125,                 1.5418,                 2.1273,                 2.2016,              0.0057321,              0.0057321,              0.0057321
                    915,                 1.7665,                 1.7893,                 2.3042,                0.45382,                 0.6549,                0.54837,                0.34125,                 1.5418,                 2.1273,                 2.2016,              0.0057244,              0.0057244,              0.0057244
                    916,                 1.4578,                 1.4083,                 2.0782,                0.75378,                0.43228,                0.58668,                0.35944,                 1.5326,                  2.138,                 2.1852,              0.0057167,              0.0057167,              0.0057167
                    917,                 1.5342,                 1.7412,                 2.1457,                0.75378,                0.43228,                0.58668,                0.35944,                 1.5326,                  2.138,                 2.1852,               0.005709,               0.005709,               0.005709
                    918,                 1.5893,                  1.683,                 1.9981,                0.75378,                0.43228,                0.58668,                0.35944,                 1.5326,                  2.138,                 2.1852,              0.0057012,              0.0057012,              0.0057012
                    919,                 1.6971,                 1.6743,                 2.1194,                0.75378,                0.43228,                0.58668,                0.35944,                 1.5326,                  2.138,                 2.1852,              0.0056935,              0.0056935,              0.0056935
                    920,                 1.3757,                 1.5196,                 1.9773,                0.55143,                0.56096,                0.65414,                0.39601,                  1.515,                 2.0374,                 2.1658,              0.0056858,              0.0056858,              0.0056858
                    921,                 1.5893,                 1.5875,                 2.2175,                0.55143,                0.56096,                0.65414,                0.39601,                  1.515,                 2.0374,                 2.1658,              0.0056781,              0.0056781,              0.0056781
                    922,                 1.5765,                  1.637,                 2.1686,                0.55143,                0.56096,                0.65414,                0.39601,                  1.515,                 2.0374,                 2.1658,              0.0056704,              0.0056704,              0.0056704
                    923,                 1.6744,                 1.8265,                 2.2304,                0.55143,                0.56096,                0.65414,                0.39601,                  1.515,                 2.0374,                 2.1658,              0.0056627,              0.0056627,              0.0056627
                    924,                 1.7529,                 2.0302,                  2.264,                0.31433,                0.53896,                0.47261,                0.28958,                 1.4907,                  2.214,                 2.1378,               0.005655,               0.005655,               0.005655
